mol_smiles	conductivity
CC(CCNC(=O)N(C)CCO[Cu])NC(=O)[Au]	0
O=C([Au])OCCCSCCOCCO[Cu]	1
O=C([Au])OCCN(CCO[Cu])C(=S)S	0
C=CCCCCCNC(CO[Cu])COC(=O)[Au]	0
O=C([Au])NCCCCNC(=O)COCCO[Cu]	1
CN(CCCCCCO[Cu])CCNC(=O)[Au]	1
C=CC(C)(CC(=O)NC(C#N)CO[Cu])OC(=O)[Au]	0
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
O=C([Au])OCCCOCCCOCCCO[Cu]	1
COCC(CO[Cu])OC(=O)[Au]	1
COCCC(CNCCC(C)OC(=O)[Au])N[Cu]	1
CN(CC(N)=O)CC(CO[Cu])OC(=O)[Au]	1
CN(C)CCCNC(=O)C(CO[Cu])NC(=O)[Au]	0
C=C(CO[Cu])C(=O)NC(C)(CC)COC(=O)[Au]	0
CN(CCCCCCOC(=O)[Au])CCCO[Cu]	1
COCC(CNC(=O)COC(=O)[Au])O[Cu]	1
CC(C)(CCCNC(=O)COC(=O)[Au])CO[Cu]	0
O=C(O)CN(CCO[Cu])CCOC(=O)[Au]	0
CC(CN(C)C(=O)C(N[Cu])C(C)C)NC(=O)[Au]	0
CC(OC(=O)[Au])C(=O)NC(C)(C)CCO[Cu]	0
CN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CC(C)(C=CC(C)(C)OC(=O)[Au])O[Cu]	0
CSCC(CNCCCCO[Cu])OC(=O)[Au]	1
COCC(CNC(=O)C(C)NC(=O)[Au])O[Cu]	0
C#CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
COC(CN[Cu])C(=O)NCC=CCOC(=O)[Au]	0
CN(C)CCCN(C)CC(COC(=O)[Au])O[Cu]	1
CCCN(C)C(=O)C(N[Cu])C(C)(C)OC(=O)[Au]	0
O=C([Au])OCCOCCOCCOCCO[Cu]	1
CSCC(CNCCCCO[Cu])OC(=O)[Au]	1
CC(C)(CNC(C)(C)C(C)(C)OC(=O)[Au])O[Cu]	0
C=CCC(CNC(=O)COC(=O)[Au])CO[Cu]	0
CCCC(CC)NC(COC(=O)[Au])C(C)O[Cu]	0
O=C([Au])OCCOCCO[Cu]	1
CCC(CO[Cu])N(C)CCC(C)(C)OC(=O)[Au]	0
CC(CCN(C)CCOCCOC(=O)[Au])O[Cu]	1
CON(C)CC(CC(C)(C)OC(=O)[Au])O[Cu]	0
CC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
O=C([Au])NCCNCC(=O)NCCN[Cu]	0
CCN(CCCCO[Cu])CCOC(=O)[Au]	1
O=C([Au])NCCCNCCO[Cu]	1
CN(C)CCNCC(CO[Cu])OC(=O)[Au]	1
COCCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(NCCOCCCO[Cu])C(C)OC(=O)[Au]	1
CCC(COC(=O)[Au])C(=O)NC(C)(C)CO[Cu]	0
C#CCCCNC(=O)C(CCN[Cu])NC(=O)[Au]	0
CCC(CN(C)CCOCCO[Cu])OC(=O)[Au]	1
CC(C)C(C)N(C)CC(CO[Cu])OC(=O)[Au]	0
CCC(CNC(=O)C(C)(C)CNC(=O)[Au])N[Cu]	0
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
CCC(N[Cu])C(=O)NCC(F)(F)CNC(=O)[Au]	0
CSCCN(CCO[Cu])CCOC(=O)[Au]	1
CC(CNC(=O)C(C)(C)N[Cu])OC(=O)[Au]	0
CCCN(CCO[Cu])CCC(C)OC(=O)[Au]	0
CCOCCCN(CCNC(=O)[Au])CCO[Cu]	1
C=CCOCC(CNCCCOC(=O)[Au])O[Cu]	1
CCC(CCOC(=O)[Au])NC(=O)C(C)O[Cu]	0
CC(CN[Cu])NC(=O)CC(NC(=O)[Au])C(F)F	0
CC(C)(CNCCO[Cu])NC(=O)[Au]	0
CC(CO[Cu])NCCOC(=O)[Au]	1
CC(C)(CCNC(=O)CCN[Cu])NC(=O)[Au]	0
CCC(NC(=O)[Au])C(=O)N(C)CCC(C)O[Cu]	0
O=C([Au])OCCCCCCCO[Cu]	1
CC(CCCCNC(=O)[Au])NC(=O)CN[Cu]	0
COCC(C)(C)NCC(OC(=O)[Au])C(C)O[Cu]	0
C=CC(C)(CNCC(CC)N[Cu])OC(=O)[Au]	0
CCC(CN(CCOC(=O)[Au])CC(F)F)O[Cu]	0
CCC=CCCN(CCN[Cu])CCNC(=O)[Au]	1
CSCCN(C)CC(CO[Cu])OC(=O)[Au]	1
CCN(CCOC(=O)[Au])CC(CSC)O[Cu]	0
CCN(CC(C)C)CC(O[Cu])C(C)OC(=O)[Au]	0
O=C(CCO[Cu])NCCCCCOC(=O)[Au]	1
COCCNC(=O)NCC(CO[Cu])OC(=O)[Au]	0
CC(C)C(OC(=O)[Au])C(=O)NCC=CCO[Cu]	0
CC(C)OCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CCC(CNCCOCCCO[Cu])OC(=O)[Au]	1
CC(C)(CCON=C(N)CCO[Cu])OC(=O)[Au]	0
C#CCC(COC(=O)[Au])NCC(COC)O[Cu]	0
CC(C)(C)C(=N)NCC(CO[Cu])OC(=O)[Au]	0
O=C([Au])NCCCCNC(=O)COCCO[Cu]	1
CC(NCC(C)(C)O[Cu])C(C)(C)OC(=O)[Au]	0
CC(CCCNC(=O)C(C)(C)O[Cu])OC(=O)[Au]	0
C#CCCCCNCC(CO[Cu])OC(=O)[Au]	0
O=C([Au])OCCCSCCOCCO[Cu]	1
C=CC(OC(=O)[Au])C(=O)NC(CCF)CO[Cu]	0
CC(CN[Cu])CNC(=O)[Au]	0
CC(C#CC#CC(C)OC(=O)[Au])O[Cu]	0
CSCC(CNCCCCO[Cu])OC(=O)[Au]	1
CSCCN(CCO[Cu])CCOC(=O)[Au]	1
CN(CCCCOC(=O)[Au])CCOCCO[Cu]	1
O=C([Au])OCCCCOCCCCO[Cu]	1
CSCCN(C)CC(CO[Cu])OC(=O)[Au]	1
O=C([Au])OCCCCCS(=O)CCO[Cu]	1
N#CC(CO[Cu])NC(=O)[Au]	0
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
CC(C)C(C)(CN[Cu])OC(=O)[Au]	0
CC(C)OC(=O)N(C)CC(COC(=O)[Au])O[Cu]	0
O=C([Au])NCCNC(=O)CCCCN[Cu]	0
COCCCN(C)CC(CN[Cu])OC(=O)[Au]	0
CCCC=CC(=O)NCC(CNC(=O)[Au])O[Cu]	0
CC(CNCCO[Cu])(OC(=O)[Au])C(F)F	0
CC(COC(=O)[Au])SCCO[Cu]	1
CC(CCO[Cu])OC(=O)[Au]	1
CC(N[Cu])C(C)(C)OC(=O)[Au]	0
CC(CNCCOCCCO[Cu])OC(=O)[Au]	1
CC(C)(C)OCC(COC(=O)[Au])O[Cu]	0
NC(=O)CCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CC(C)CC(COC(=O)[Au])NCC(C)O[Cu]	0
C=CCN(CCNC(=O)[Au])CCO[Cu]	1
CN(CCCOC(=O)[Au])CCO[Cu]	1
COCCN(CCCOC(=O)[Au])CCO[Cu]	1
CNCC(CO[Cu])OC(=O)[Au]	1
CCCCNC(CO[Cu])COC(=O)[Au]	0
CCC(NC(=O)[Au])C(O[Cu])C(C)C	0
CC(COCCOC(=O)[Au])OCCO[Cu]	1
CN(CCCN(C)CCOC(=O)[Au])CCO[Cu]	1
CC(CC(=O)NC(COC(=O)[Au])C(N)=O)O[Cu]	0
CCCCC(CO[Cu])OC(=O)[Au]	0
CCN(CCCO[Cu])CCOCCNC(=O)[Au]	1
COCCCNC(CO[Cu])COC(=O)[Au]	0
C[Si](C)(CCCOC(=O)[Au])CO[Cu]	0
CC(C)C(NC(=O)COC(=O)[Au])C(C)(C)O[Cu]	0
CCC(CNCCC(C)(C)O[Cu])OC(=O)[Au]	0
O=C([Au])NCCCCNCCCCN[Cu]	1
CN(C)CCCN(C)CC(COC(=O)[Au])O[Cu]	1
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
CC(CN[Cu])(NC(=O)[Au])C(=O)O	0
CC(CC#N)C(=O)NCC(CO[Cu])OC(=O)[Au]	0
CCC(CN(C)CCCCCN[Cu])NC(=O)[Au]	0
C=CCN(CCC#N)CC(OC(=O)[Au])C(C)O[Cu]	1
CC(C)CNC(=O)C(NC(=O)[Au])C(C)(C)O[Cu]	0
N#CCCCCNCC(COC(=O)[Au])O[Cu]	1
CC(C)C(C)SCC(COC(=O)[Au])O[Cu]	0
C=CCN(CCC#N)CC(OC(=O)[Au])C(C)O[Cu]	1
CC#CC(=O)NC(CC)(CO[Cu])COC(=O)[Au]	0
COCC(CNCCOCCOC(=O)[Au])O[Cu]	1
CC(CC(=O)NC(C)(C)CCN[Cu])NC(=O)[Au]	0
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
CC(C)(CC(CNCC(F)F)O[Cu])OC(=O)[Au]	0
CCONC(=O)NC(C)(CO[Cu])COC(=O)[Au]	0
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
CCOCC(C)(C)NCC(COC(=O)[Au])O[Cu]	0
CN(CCCCCCCO[Cu])CCOC(=O)[Au]	1
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
CSCSCC(CO[Cu])NC(=O)[Au]	0
CCCC(CCOC(=O)[Au])NCC(CC)O[Cu]	0
N#CCCCCN(CCO[Cu])CCOC(=O)[Au]	1
CCC(CC)NC(CCO[Cu])CCOC(=O)[Au]	0
CN(CCCCCCOC(=O)[Au])CCCO[Cu]	1
O=C(CCCCOC(=O)[Au])NCCCCO[Cu]	1
O=C([Au])NCCNCCCNCCN[Cu]	1
CC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
CN(CCOC(=O)[Au])CO[Cu]	1
CC(CNC(=O)C(N[Cu])C(C)C)NC(=O)[Au]	0
C=CCN(CCCO[Cu])CCOC(=O)[Au]	1
CC(C)OCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CC(C)(C)CC(OC(=O)[Au])C(=O)OCCO[Cu]	0
CS(=O)(=O)CCNCC(COC(=O)[Au])O[Cu]	1
CCN(CCCCN[Cu])CCNC(=O)[Au]	0
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
CC(CCN(C)CCOCCOC(=O)[Au])O[Cu]	1
CC(CCNC(=O)CCN[Cu])NC(=O)[Au]	0
CCNC(=S)N(C)CC(CO[Cu])OC(=O)[Au]	0
CC(C)C(CNCCO[Cu])OC(=O)[Au]	0
COCC(CNC(=O)C(C)OC(=O)[Au])O[Cu]	1
CC(C)CCN(CCO[Cu])CCOC(=O)[Au]	0
O=C([Au])OCCN(CCF)CCO[Cu]	1
CCC=CNCC(CO[Cu])OC(=O)[Au]	0
C=CC(CO[Cu])NC(=O)NCC#CCOC(=O)[Au]	0
CNC(=S)NCC(CO[Cu])OC(=O)[Au]	0
C=CC(CNCC(CC)OC(=O)[Au])O[Cu]	0
COC(CN(C)CC(CO[Cu])OC(=O)[Au])OC	1
CC(CO[Cu])OCC(C)OC(=O)[Au]	1
NC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
COCCC(CN(C)CCCOC(=O)[Au])N[Cu]	1
CC(CNCCOCCCO[Cu])OC(=O)[Au]	1
CC(CNC(=O)C(C)O[Cu])CC(C)OC(=O)[Au]	0
CCC(COC(=O)[Au])NCCC(C)O[Cu]	0
C=CC(CO[Cu])NC(=O)C(C)(C)OC(=O)[Au]	0
CCCC(CN(C)CCO[Cu])OC(=O)[Au]	1
CC(CCN[Cu])NC(=O)C(C)CNC(=O)[Au]	0
CC(CCOC(=O)[Au])NC(CO[Cu])CC(F)F	0
O=C([Au])NCCCCCOCCCCCN[Cu]	1
O=C(CCCCOC(=O)[Au])NCC#CCO[Cu]	0
CCOCCNCC(COC(=O)[Au])O[Cu]	1
CC(COCC(C)OCC(C)OC(=O)[Au])O[Cu]	0
O=C([Au])OCC(=O)OCCCCCO[Cu]	1
CN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CC(NC(=O)CCNC(=O)[Au])C(C)(C)O[Cu]	0
CC(CNC(C)C(C)OC(=O)[Au])CC(C)O[Cu]	0
CCC(CNCC(F)C(C)(C)O[Cu])OC(=O)[Au]	0
N#CCN(CCCOC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCCCCCCCO[Cu]	1
CCC(CCCNC(=O)CCO[Cu])OC(=O)[Au]	0
O=C(CCO[Cu])NCCNCCOC(=O)[Au]	1
O=C([Au])OCCNCCO[Cu]	1
CCC(COC(=O)[Au])SCCCO[Cu]	0
COCCN(CCOC(=O)[Au])CC(C)O[Cu]	1
C=CC(CNC(COC(=O)[Au])C(C)(C)C)O[Cu]	0
CC(CCNC(=O)NCC(C)NC(=O)[Au])N[Cu]	0
CN(CCCO[Cu])CCOCCOC(=O)[Au]	1
N#CCCN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)(CNC(=O)CO[Cu])C(C)(C)OC(=O)[Au]	0
CCC(O[Cu])C(C)C(=O)NCCOC(=O)[Au]	0
CCON(CC)CC(OC(=O)[Au])C(C)O[Cu]	0
CC(CN(CCC#N)C(C)COC(=O)[Au])O[Cu]	0
COCC(CNCCOC(=O)[Au])O[Cu]	1
CCCCCNC(CO[Cu])COC(=O)[Au]	0
N#CCCCCN(CCO[Cu])CCOC(=O)[Au]	1
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
CC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
NOCCNC(=O)C(CN[Cu])NC(=O)[Au]	1
O=C([Au])NCCOCCOCCOCCN[Cu]	1
CC(CNC(=O)COCCN[Cu])NC(=O)[Au]	1
COCCC(CNCCC(C)OC(=O)[Au])N[Cu]	1
O=C([Au])NCCNCCNCCCN[Cu]	1
CCN(CCO[Cu])CC(COC)OC(=O)[Au]	1
N#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCS(=O)CCO[Cu]	0
CSCCC(=O)NCC(COC(=O)[Au])O[Cu]	0
CCN(CCO[Cu])C(=O)C(C)NC(=O)[Au]	0
CN(CCCN[Cu])C(=O)C(C)(C)CNC(=O)[Au]	0
CC(CCOC(=O)[Au])NCC(O[Cu])C(C)(C)C	0
O=C([Au])NCCNCCNCCCN[Cu]	1
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
CC(O[Cu])C(=O)NC(C#N)COC(=O)[Au]	0
CN(CC(CNC(=O)[Au])O[Cu])C(=O)C(C)(F)F	0
CC(C)(CO[Cu])NC(=O)COC(=O)[Au]	0
O=C([Au])OCCNCCCO[Cu]	1
CC(C)C(CNC(=O)C(C)(C)N[Cu])NC(=O)[Au]	0
CCOCCCN(CCNC(=O)[Au])CCO[Cu]	1
CCC(CN(C)CCOCCN[Cu])OC(=O)[Au]	1
CS(=O)(=O)CCNCC(COC(=O)[Au])O[Cu]	1
COC(C)(C)CN(C)CC(CO[Cu])OC(=O)[Au]	0
O=C([Au])OCCCCCOCCCCCO[Cu]	1
CSCC(CCO[Cu])NC(=O)COC(=O)[Au]	0
N#CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
CCC(NC(=O)COC(=O)[Au])C(O[Cu])C(C)C	0
CC(CCNC(=O)NC(C)CN[Cu])NC(=O)[Au]	0
COC(CN(C)CC(CO[Cu])OC(=O)[Au])OC	1
O=C([Au])OCCCCCOCCCCCO[Cu]	1
CC(CN(C)CCOCCNC(=O)[Au])N[Cu]	1
CCCCC(CNCC(C)CO[Cu])OC(=O)[Au]	0
CCC(CNCC=CCO[Cu])OC(=O)[Au]	1
CN(CCNC(=O)COC(=O)[Au])CCO[Cu]	1
COCCC(CNCCC(C)OC(=O)[Au])N[Cu]	1
CCCOCCNC(=O)C(CN[Cu])NC(=O)[Au]	0
CC#CCN(C)CC(C)(CO[Cu])COC(=O)[Au]	0
COCC#CCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCC(CO[Cu])NCCOCC(F)F	1
CCCCC(CO[Cu])COC(=O)[Au]	0
CNC(=S)NC(CO[Cu])COC(=O)[Au]	0
CCN(CCCO[Cu])CCOCCNC(=O)[Au]	1
O=C([Au])OCC(N[Cu])C(=O)NCCOCCF	1
CC(CN(CCC#N)CCO[Cu])OC(=O)[Au]	1
O=C([Au])OCCCN(CCCF)CCO[Cu]	1
CC(C)CC(C)NC(=O)C(CO[Cu])NC(=O)[Au]	0
O=C([Au])NCCOCCOCCOCCN[Cu]	1
CC(CO[Cu])CSCCCCCOC(=O)[Au]	0
CC(C)C(C)C(=O)NCC(CNC(=O)[Au])O[Cu]	0
CCC(CNC(COC(=O)[Au])C(C)C)O[Cu]	0
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
O=C([Au])OCCCO[Cu]	1
CCC(=O)CNC(=O)C(CO[Cu])NC(=O)[Au]	0
COC(=O)CC(C)NCC(CO[Cu])OC(=O)[Au]	0
NC(=O)CNC(=O)C(CCCNC(=O)[Au])N[Cu]	1
CSCC(CNCC(C)O[Cu])OC(=O)[Au]	0
CCOCCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(COC(=O)[Au])SCC(O[Cu])C(C)C	0
CC(C)N(CCCO[Cu])CCNC(=O)[Au]	1
CCCC(OC(=O)[Au])C(=O)OCC(C)CO[Cu]	0
CN(CCNC(=O)COC(=O)[Au])CCO[Cu]	1
O=C([Au])OCC(CNCS(=O)(=O)O)O[Cu]	0
CCOCCN(CCNC(=O)[Au])CCO[Cu]	1
CCCN(CCCO[Cu])CC(C)(C)OC(=O)[Au]	0
O=C([Au])NCCC(=O)NCCCO[Cu]	1
O=C([Au])NCCCCNCCCN[Cu]	0
C=CCOCC(CN[Cu])OC(=O)[Au]	0
C=C(CO[Cu])C(=O)NCCCOC(=O)[Au]	1
CC(C)NC(=O)CC(CN[Cu])OC(=O)[Au]	0
NOCCNCC(COC(=O)[Au])O[Cu]	1
CN(CCCCOC(=O)[Au])CCOCCO[Cu]	1
CC(=O)CC(C)(C)NCC(COC(=O)[Au])O[Cu]	0
O=C([Au])OCCOCCOCCN[Cu]	1
CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
CCOCCCNC(=O)C(CO[Cu])NC(=O)[Au]	1
O=C([Au])OCCN(CCF)CCO[Cu]	1
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
C=CCCCCC(CO[Cu])OC(=O)[Au]	0
C#CC(C)N(C)CC(OC(=O)[Au])C(C)(C)O[Cu]	0
CCCC(CN(CCOC(=O)[Au])C(C)C)O[Cu]	0
CCCC(O[Cu])C(=O)NOCCOC(=O)[Au]	0
CC(C)(O[Cu])C(OC(=O)[Au])C(=O)NCCC#N	0
C=CCCC(CO[Cu])NC(=O)C(C=C)OC(=O)[Au]	0
O=C(CO[Cu])NCCCCCCOC(=O)[Au]	1
CCCC(CNC(=O)C(CC)N[Cu])OC(=O)[Au]	0
CCN(CC)CC(CO[Cu])NC(=O)[Au]	1
CC(N[Cu])C(OC(=O)[Au])C(C)C(=O)O	0
CCN(C)CC(C)(CO[Cu])COC(=O)[Au]	0
NC(=O)CSCC(CO[Cu])OC(=O)[Au]	1
CC(C)OCC(CNCCCOC(=O)[Au])O[Cu]	0
CC(CN[Cu])N(C)CCOCCNC(=O)[Au]	1
CC(CCNCC(C)(OC(=O)[Au])C(F)F)O[Cu]	0
CC(COC(=O)[Au])SCCO[Cu]	1
O=CN(CCO[Cu])CCOC(=O)[Au]	0
COCCC(COC(=O)[Au])NC(C)CCO[Cu]	0
CC(C)(CNC(=O)[Au])CC(=O)NCCCO[Cu]	0
CCN(CCCCO[Cu])CCOC(=O)[Au]	1
CSCCCN(CCO[Cu])CCOC(=O)[Au]	0
CSCCNCC(COC(=O)[Au])O[Cu]	1
O=C([Au])NCCCNCCO[Cu]	1
C=C(CO[Cu])COC(=O)[Au]	1
CC(=O)C(COC(=O)[Au])O[Cu]	0
CN(CCNC(=O)COC(=O)[Au])CCO[Cu]	1
CN(CCCCCCO[Cu])CCNC(=O)[Au]	1
CC(C)(CCOC(=O)CO[Cu])OC(=O)[Au]	0
COCCOCC(CNCCOC(=O)[Au])O[Cu]	1
CCC(CNC(CC)C(C)O[Cu])OC(=O)[Au]	0
O=C([Au])OCCSCCCCCCCO[Cu]	1
CC(CN(CCCC#N)CCO[Cu])OC(=O)[Au]	0
CC(NC(=O)C(CNC(=O)[Au])O[Cu])C(N)=O	0
CC(NC(=O)C(NC(=O)[Au])C(C)O[Cu])C(F)F	0
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
CCN(CCN[Cu])CC(COC)OC(=O)[Au]	1
CC(C)(CNC(=O)[Au])C(=O)NCCCCO[Cu]	0
COCCOCCNCC(COC(=O)[Au])O[Cu]	1
C=CC(C)(CNCC(CC)O[Cu])OC(=O)[Au]	0
COC(=O)C(CN(C)CCO[Cu])OC(=O)[Au]	0
CCCC(OC(=O)[Au])C(=O)NCCCCN[Cu]	0
CC(CC(C)OC(=O)[Au])NC(=O)C(C)O[Cu]	0
O=C(CCO[Cu])NCCCCCOC(=O)[Au]	1
O=C([Au])OCCCSCCOCCO[Cu]	1
CCN(CCCO[Cu])CCCOC(=O)[Au]	1
COCCCN(CCNC(=O)[Au])CCO[Cu]	1
O=C([Au])NCCCCO[Cu]	0
CCC(C)(C)CCNC(CO[Cu])COC(=O)[Au]	0
O=C([Au])NCCOCC(=O)NCCN[Cu]	1
COCCC(C)N(C)CC(CN[Cu])OC(=O)[Au]	0
O=C([Au])NCCNCCN[Cu]	1
CC(CCOC(=O)[Au])NCCOCCO[Cu]	1
C=CCN(CCC#N)CC(CO[Cu])OC(=O)[Au]	1
CNC(=O)C(OC(=O)[Au])C(C)(C)O[Cu]	0
CCNC(=O)CC(CN[Cu])OC(=O)[Au]	0
CN(CCOC(=O)[Au])C(=O)CC(C)(C)O[Cu]	0
CC(CNC(=O)CCC(C)(C)OC(=O)[Au])O[Cu]	0
C=CC(CO[Cu])NCC(C)(OC(=O)[Au])C(F)F	0
O=C([Au])OCCN(CCF)CCOCCO[Cu]	1
COCCCCN(CCNC(=O)[Au])CCO[Cu]	1
N#CCCCCN(CCO[Cu])CCOC(=O)[Au]	1
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
CCCC(CCC)NC(CO[Cu])COC(=O)[Au]	0
CC(CN[Cu])CNC(=O)C(C)(C)CNC(=O)[Au]	0
CCC(CCOC(=O)[Au])NC(=O)C(C)(C)O[Cu]	0
CCCCC(C)N(CCN[Cu])CCNC(=O)[Au]	0
CCN(CC)CC(CO[Cu])NC(=O)[Au]	1
CC(CN(C)C(=O)CC(C)(C)OC(=O)[Au])O[Cu]	0
CC(C)CC(C)N(CCO[Cu])CCOC(=O)[Au]	0
O=C(CO[Cu])NCCCCCOC(=O)[Au]	1
CCCCOCC(CNC(=O)[Au])O[Cu]	1
CN(CC(N)=O)CC(C)(CO[Cu])COC(=O)[Au]	0
COCCCN(C)CC(CO[Cu])OC(=O)[Au]	1
CC(C)(C)C(CNC(=O)[Au])NC(=O)CN[Cu]	0
CC(C)(CNC(=O)[Au])C(=O)NCCCCN[Cu]	0
COCC(CNC(C)CC(C)O[Cu])OC(=O)[Au]	0
CCN(CCCNC(=O)[Au])CCOCCO[Cu]	1
O=C(CCN[Cu])NCCOCCOC(=O)[Au]	1
COCCNC(=O)NC(CO[Cu])COC(=O)[Au]	1
CCC(C)(CO[Cu])NC(=O)COC(=O)[Au]	0
CC(CCCC#N)N(CCNC(=O)[Au])CCO[Cu]	0
O=C([Au])NCCCCCCCN[Cu]	0
COC(=O)CNC(CO[Cu])COC(=O)[Au]	0
CCCN(CCOCCO[Cu])CCOC(=O)[Au]	1
C#CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
COCC(CCNC(=O)C(C)O[Cu])OC(=O)[Au]	0
N#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
C=CCN(CCC#N)CC(OC(=O)[Au])C(C)O[Cu]	1
COCCC(C)(CN[Cu])OC(=O)[Au]	0
CCCC(CC)NCC(COC(=O)[Au])O[Cu]	0
CC(COC(=O)[Au])CN(CCO[Cu])CC(F)F	0
CCC(OC(=O)[Au])C(C)C(=O)NCCCO[Cu]	0
O=C([Au])OCCCCOCCCCO[Cu]	1
CC(C)(C)NC(=O)NCC(CO[Cu])OC(=O)[Au]	0
CCC(CO[Cu])NCC(CC)OC(=O)[Au]	0
CNCCN(CCN[Cu])CCNC(=O)[Au]	1
COCC(CNCCOC(=O)[Au])O[Cu]	1
CC(CO[Cu])NCCOC(=O)[Au]	1
CC(CCNC(C)C(C)OC(=O)[Au])CCO[Cu]	0
O=C([Au])NCC(CN[Cu])NCCCCCF	1
CCOCCCNC(=O)C(CO[Cu])NC(=O)[Au]	1
CCOCCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CCC(COC(=O)[Au])C(=O)NCCN[Cu]	0
C=CCNCCN(CCN[Cu])CCNC(=O)[Au]	1
CCOCCNCC(COC(=O)[Au])O[Cu]	1
O=C([Au])OCCOCCCOCCO[Cu]	1
CC(NC(=O)C(N[Cu])C(C)OC(=O)[Au])C(=O)O	0
CC(COC(=O)[Au])CN(C)CCCO[Cu]	0
CN(C)CCCN(C)CC(COC(=O)[Au])O[Cu]	1
C=CC(CO[Cu])NC(=O)COCCOC(=O)[Au]	1
O=C([Au])OCCNC(CCO[Cu])C(F)(F)F	0
CC(CNCCN(C)CCO[Cu])OC(=O)[Au]	1
COCC(CNC(=O)C(C)OC(=O)[Au])O[Cu]	1
C=C(COC(=O)[Au])C(=O)NCC(C)(C)O[Cu]	0
CN(CCO[Cu])CCOCCNC(=O)[Au]	1
CS(=O)CCN(CCO[Cu])CCOC(=O)[Au]	1
COCCC(CO[Cu])NC(=O)COC(=O)[Au]	0
CC(=O)NCCNCC(COC(=O)[Au])O[Cu]	0
CC(CO[Cu])SCCOCCOC(=O)[Au]	1
CCCC(CN(C)CCC(C)O[Cu])OC(=O)[Au]	0
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
C=CCNCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(CCCN[Cu])NC(=O)CNC(=O)[Au]	0
O=C([Au])OCCCCCS(=O)CCO[Cu]	1
N#CCN(CCCOC(=O)[Au])CCO[Cu]	1
COCCNC(=O)NC(CO[Cu])COC(=O)[Au]	1
C=C(CC)CN(CCOC(=O)[Au])CC(C)O[Cu]	0
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
O=C([Au])OCCNCCOCCO[Cu]	1
CC(NC(=O)[Au])C(C)C(=O)N(C)C(C)CN[Cu]	0
C=CC(C)(CNCCC(C)N[Cu])OC(=O)[Au]	0
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
COCCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(CCN(C)CCOCCN[Cu])OC(=O)[Au]	1
C=C(CO[Cu])C(=O)NCCCOC(=O)[Au]	1
C=CC=CCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(C)(C)C(CO[Cu])NCCCOC(=O)[Au]	0
O=C(CCO[Cu])NCCC(OC(=O)[Au])C(F)F	0
CC(COC(C)COC(C)COC(=O)[Au])O[Cu]	1
CCC(CN(C)CCOCCO[Cu])OC(=O)[Au]	1
CCCC(O[Cu])C(=O)NCC(CC)OC(=O)[Au]	0
C=C(COC(=O)[Au])C(=O)NC(CO[Cu])C(C)C	0
CC(COCCOC(=O)[Au])OCCO[Cu]	1
CC(C)C(C)(OC(=O)[Au])C(=O)OCCO[Cu]	0
CC(NC(=O)[Au])C(=O)NCCCCO[Cu]	0
CC(C)C(O[Cu])C(=O)N(C)C(C)COC(=O)[Au]	0
