mol_smiles	conductivity
CC(C)C(CNC(=O)CCCN[Cu])NC(=O)[Au]	0
N#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(C)C(OC(=O)[Au])C(C)O[Cu]	0
COC(=O)C(CNC(C)CO[Cu])OC(=O)[Au]	0
CC(CCOC(=O)[Au])NCCOCCO[Cu]	1
CCOC(=O)CCNCC(CO[Cu])OC(=O)[Au]	0
CC(CNCCCN(C)CCO[Cu])OC(=O)[Au]	1
O=C([Au])NCCSCCSCCN[Cu]	1
CCOC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCCN(CC=CCl)CCO[Cu]	0
CC(C)N(CCO[Cu])CCOCCOC(=O)[Au]	1
CCCC(O[Cu])C(=O)NC(C)CCNC(=O)[Au]	0
CCC(CC)(CNC(=O)CO[Cu])OC(=O)[Au]	0
CCCN(CCOCCO[Cu])CCOC(=O)[Au]	1
CN(CCOC(=O)[Au])CO[Cu]	1
COCCN(CC#N)CC(COC(=O)[Au])O[Cu]	1
CCCC(C)(OC(=O)[Au])C(=O)NCC#CCO[Cu]	0
O=C([Au])OCCCSCCOCCO[Cu]	1
CCOC(=O)CN(CCNC(=O)[Au])CCO[Cu]	0
CC(C)(C)CCC(COC(=O)[Au])N[Cu]	0
O=C(CCN[Cu])NCCOCCOC(=O)[Au]	1
O=C([Au])OCC(=O)OCCCCCO[Cu]	1
CC(C)(CO[Cu])CSCCCOC(=O)[Au]	0
CCC(C)NCC(CN[Cu])OC(=O)[Au]	0
COCC(C)(O[Cu])C(=O)OCCOC(=O)[Au]	0
O=C([Au])OCCOCCCN[Cu]	1
CC(CCCNC(=O)CCOC(=O)[Au])O[Cu]	0
O=C(CCCCOC(=O)[Au])NCCCCO[Cu]	1
CN(CCOC(=O)[Au])CO[Cu]	1
CC(CO[Cu])N(C)CCOCCOC(=O)[Au]	1
CC(C)OC(=O)C(C)(CO[Cu])COC(=O)[Au]	0
O=C([Au])OCCOCCCCOCCO[Cu]	1
CCC(CNC(CCOC)COC(=O)[Au])O[Cu]	0
COC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
CC(CCN(C)CC(C)(C)NC(=O)[Au])O[Cu]	0
COCCOCC(CNCCOC(=O)[Au])O[Cu]	1
CCN(CCO[Cu])CC(COC)OC(=O)[Au]	1
O=C(CCC(F)F)NCC(CO[Cu])OC(=O)[Au]	0
CC(C)(C)C(=O)NCC(CN[Cu])OC(=O)[Au]	0
CCNCCCNC(=O)C(CO[Cu])NC(=O)[Au]	0
CCCCOCC(CNC(=O)[Au])O[Cu]	1
CN(CCCCN[Cu])CCCCNC(=O)[Au]	0
CN(C)CCNCC(CO[Cu])OC(=O)[Au]	1
CCN(CC(O[Cu])C(C)OC(=O)[Au])C(C)(C)C	0
CC=CC(CC(C)O[Cu])OC(=O)[Au]	0
CC(C)OCC(CNCCOC(=O)[Au])O[Cu]	1
O=C([Au])OCCCN(CCCF)CCO[Cu]	1
CN(CCOC(=O)[Au])CC(CC#N)O[Cu]	0
O=C([Au])OCCOCCN[Cu]	1
O=C([Au])OCCCCCCO[Cu]	1
O=C([Au])OCCN(CCCO[Cu])CC(F)F	1
CC(CCO[Cu])N(C)CCCCCOC(=O)[Au]	1
O=C([Au])OCCC(O[Cu])C(=O)O	0
O=C([Au])NCC(CP(=O)(O)O)O[Cu]	0
C=CCCC(CNCC(CC)O[Cu])OC(=O)[Au]	0
CNC(CO[Cu])COC(=O)[Au]	0
O=C([Au])NCCSCCCSCCN[Cu]	1
CCC(CNCCOCCCO[Cu])OC(=O)[Au]	1
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CN(CCCCOC(=O)[Au])CCOCCO[Cu]	1
O=C(CN[Cu])NCCCOCCOC(=O)[Au]	1
CSCC(CNCCCCO[Cu])OC(=O)[Au]	1
COCCN(CCCCOC(=O)[Au])CCO[Cu]	1
C=CCCN(C)CC(OC(=O)[Au])C(C)(C)O[Cu]	0
C=C(C)C(O[Cu])C(OC(=O)[Au])C(=C)C	0
CCC(CC)C(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(C)(C)OC(=O)C(CN[Cu])OC(=O)[Au]	0
O=C(CCCCCOC(=O)[Au])NCCO[Cu]	1
CC(C)CC(CO[Cu])NCC(C)(C)OC(=O)[Au]	0
CC(F)(F)CNCC(COC(=O)[Au])O[Cu]	0
C=CCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCCCCCO[Cu]	1
CC(CN(C)C(=O)C(C)(C)NC(=O)[Au])N[Cu]	0
CCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCC(O)=C(O)C(O)=C(O)CO[Cu]	0
NC(=O)CNC(=O)C(CCCNC(=O)[Au])N[Cu]	1
O=C([Au])OCCSCCOCCO[Cu]	1
CC(CNC(CO[Cu])COC(=O)[Au])C(C)(C)C	0
CN(CCCCCN[Cu])CCOC(=O)[Au]	0
CCC(C)OC(=O)NCC(CO[Cu])OC(=O)[Au]	0
O=C([Au])NCCC(=O)NCCCO[Cu]	1
O=C([Au])OC(CNCCP(=O)(O)O)CO[Cu]	1
CCOC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
CCC(COC)NC(=O)C(CO[Cu])NC(=O)[Au]	0
C#CCC(COC(=O)[Au])NC(=O)C(O[Cu])C(C)C	0
O=C([Au])OCCN(CCCCCF)CCN[Cu]	0
CC(COC(=O)[Au])CSCCOCCO[Cu]	1
CC(C)(O[Cu])C(C)(C)OC(=O)[Au]	0
CC(OC(=O)[Au])C(CO[Cu])NC(=O)C(C)(C)C	0
C=CCONC(=O)NC(CO[Cu])COC(=O)[Au]	0
CCC(C)(CNC(C)CCO[Cu])OC(=O)[Au]	0
CC(C)C(OC(=O)[Au])C(=O)NCCO[Cu]	0
CC(C)N(C)C(=O)C(N[Cu])C(C)(C)OC(=O)[Au]	0
CC(C)CC(CO[Cu])NC(C)CCOC(=O)[Au]	0
CCC(COC(=O)[Au])NC(=O)C(N[Cu])C(C)C	0
C=C(CO[Cu])COC(=O)[Au]	1
O=C(CCCCOC(=O)[Au])NOCCO[Cu]	1
O=C([Au])OCCCCCO[Cu]	1
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
O=C([Au])OCCN(CCF)CCO[Cu]	1
COC(=O)C(CN[Cu])OC(=O)[Au]	0
NOCCNC(=O)CC(CNC(=O)[Au])O[Cu]	1
COCCCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCCSCCOCCO[Cu]	1
C=CC(CO[Cu])NCCCCCOC(=O)[Au]	0
COC(=O)C(CNCCCCO[Cu])OC(=O)[Au]	0
CC(C)C(CO[Cu])NC(=O)CNC(=O)[Au]	0
CC(C)(OC(=O)[Au])C(=O)NCCOCCO[Cu]	1
COCC(CO[Cu])OC(=O)[Au]	1
CCCC(=O)NCC(C)(CO[Cu])COC(=O)[Au]	0
O=C([Au])NCC(F)(F)CNC(=O)CN[Cu]	0
O=C([Au])NCCOCCOCCOCCN[Cu]	1
CCC(=O)C(=O)NC(CO[Cu])C(C)OC(=O)[Au]	0
CN(CCCN(C)CCOC(=O)[Au])CCO[Cu]	1
CC(C)COCC(CNCCNC(=O)[Au])O[Cu]	1
CC(CCCO[Cu])NC(=O)CNC(=O)[Au]	0
O=C(CCCCCOC(=O)[Au])NOCCO[Cu]	1
CSCC(CNCCCCO[Cu])OC(=O)[Au]	1
CC(NCC(=O)NCCOC(=O)[Au])C(C)O[Cu]	1
C=CCN(CCOC)CC(COC(=O)[Au])O[Cu]	1
C=CCNCCN(CCN[Cu])CCNC(=O)[Au]	1
O=C([Au])NCCCNCCCO[Cu]	1
O=C(COCCN[Cu])NCCCCOC(=O)[Au]	1
C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au]	1
CN(CCCO[Cu])CCCOC(=O)[Au]	1
CC(C)(C#CC#CC(C)(C)OC(=O)[Au])O[Cu]	0
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
CN(CCCCOC(=O)[Au])CCO[Cu]	1
C=CCN(CCC#N)CC(OC(=O)[Au])C(C)O[Cu]	1
CCOCCN(CCNC(=O)[Au])CCO[Cu]	1
C=CC(C)(OC(=O)[Au])C(=O)NCCCCN[Cu]	0
CC#CCN(CCO[Cu])CC(C)OC(=O)[Au]	0
O=C([Au])OCCOCCNCCOCCO[Cu]	1
CCOC(=O)C(CCNC(=O)[Au])N[Cu]	0
CC(N[Cu])C(=O)NCCCCCCNC(=O)[Au]	0
CC(C)N(CCOC(=O)[Au])CC(CC#N)O[Cu]	0
CCC(CCNC(=O)CCO[Cu])OC(=O)[Au]	0
C=CCCCN(CCO[Cu])CCOC(=O)[Au]	0
CCOCC(CNCCC(C)OC(=O)[Au])O[Cu]	0
O=C([Au])NC(CC(F)F)C(=O)NCCCO[Cu]	0
C=C(CO[Cu])C(=O)NC(C#N)COC(=O)[Au]	0
C=CC(CO[Cu])NCCCCOC(=O)[Au]	1
CCOCCC(=O)NCC(CNC(=O)[Au])O[Cu]	0
CCC(CC)(CCNCC(C)OC(=O)[Au])O[Cu]	0
COCCCN(CCCOC(=O)[Au])CCO[Cu]	0
C=C(C)CCC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(CC(C)NC(=O)[Au])NCC=CCO[Cu]	0
CSCC(CCOC(=O)[Au])N[Cu]	0
C=CC(COC(=O)[Au])NCC(COC)O[Cu]	1
O=C([Au])OCCCOCCCOCCCO[Cu]	1
C=CC(CNCCCC(C)(C)OC(=O)[Au])O[Cu]	0
CON(C)C(=O)CC(CNC(=O)[Au])O[Cu]	1
CN(CCOCCOC(=O)[Au])CC(C)(C)O[Cu]	1
C#CCN(CCOC(=O)[Au])CC(C)O[Cu]	0
C=CC(C)(C)NC(=O)CC(CNC(=O)[Au])O[Cu]	0
O=C(COCCO[Cu])NCC(CF)OC(=O)[Au]	1
CN(C)CCNC(=O)C(CO[Cu])NC(=O)[Au]	0
O=C([Au])NCCNCCNCCN[Cu]	1
CCOCCC(CN(C)CCOC(=O)[Au])O[Cu]	1
CC(CNCCCOC(=O)[Au])O[Cu]	1
NOCCNC(=O)CC(CNC(=O)[Au])O[Cu]	1
CC(CNC(=O)COCCN[Cu])NC(=O)[Au]	1
CC(OC(=O)[Au])C(=O)N(C)CCOCCO[Cu]	0
COC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au]	1
O=C([Au])NCCNCCNCCN[Cu]	1
CC(CC(=O)NCC(OC(=O)[Au])C(N)=O)N[Cu]	0
CC(CC(OC(=O)[Au])C(C)C)O[Cu]	0
CC(C)OCC(CNCCOC(=O)[Au])O[Cu]	1
CN(CCO[Cu])CC(C)(C)COC(=O)[Au]	0
CC(CO[Cu])OC(C)COC(=O)[Au]	1
CCCC(CN(C)CCO[Cu])OC(=O)[Au]	1
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
C=CC(O[Cu])C(=O)NC(C#N)COC(=O)[Au]	0
CCCCN(CCOC(=O)[Au])CC(C)(C)N[Cu]	0
C=CC(CNCCOCCOC(=O)[Au])O[Cu]	1
COC(CNC(=O)[Au])C(=O)NCCC(C)N[Cu]	0
CC#CC(=O)NC(CO[Cu])C(C)OC(=O)[Au]	0
C=CCN(CCO[Cu])CCOCCOC(=O)[Au]	1
CN(CCO[Cu])CCOC(=O)[Au]	1
CC(CCO[Cu])NC(=O)C(C)(C)OC(=O)[Au]	0
CNCC(C)CNC(=O)C(COC(=O)[Au])N[Cu]	0
CCOCCN(CCCOC(=O)[Au])CCO[Cu]	1
NOCCNCC(COC(=O)[Au])O[Cu]	1
COCCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(CO[Cu])CN(C)CCOCCOC(=O)[Au]	1
CCC(CCOC(=O)[Au])CNC(=O)CO[Cu]	0
CCCCCNC(=O)C(COC(=O)[Au])N[Cu]	0
C=CC(CNCCC(C)COC(=O)[Au])O[Cu]	0
N#CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
O=C(CO[Cu])NCCCCCCOC(=O)[Au]	1
CON(C)C(=O)CC(CNC(=O)[Au])O[Cu]	1
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CCOCCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CCC(CNC(=O)CNCCNC(=O)[Au])N[Cu]	0
CCC(CNC(=O)CC(C)N[Cu])NC(=O)[Au]	0
O=C([Au])OCCOCCCCOCCO[Cu]	1
COCCN(CCO[Cu])CCOC(=O)[Au]	1
C=CCN(CCOC)CC(COC(=O)[Au])O[Cu]	1
O=C([Au])OCCOCCCCOCCO[Cu]	1
CC(C)(COC(=O)[Au])C(=O)NCC#CCO[Cu]	0
COC(=O)C(CCO[Cu])OCC(C)NC(=O)[Au]	0
COC(CNC(CO[Cu])COC(=O)[Au])OC	0
C=CC(COC(=O)[Au])NCC(COC)O[Cu]	1
CCC(CNC(=O)C(C)C(C)N[Cu])NC(=O)[Au]	0
CN(CCCCCCCN[Cu])CCNC(=O)[Au]	1
CC(CNCCN[Cu])OC(=O)[Au]	0
O=C([Au])OCC(O[Cu])C(S)CS	0
COC(=O)CN(CCNC(=O)[Au])CCO[Cu]	1
CC(C)(CNC(=O)[Au])C(=O)NCC=CCO[Cu]	0
CC=CC(OC(=O)[Au])C(=O)NC(C#N)CO[Cu]	0
CCC(F)C(=O)NCC(OC(=O)[Au])C(C)O[Cu]	0
CCCCC(CNC(C)CCO[Cu])OC(=O)[Au]	0
COCCN(C)C(=O)C(CO[Cu])NC(=O)[Au]	0
O=C([Au])NCCCCNC(=O)COCCO[Cu]	1
C#CC(C)(CCC=C(C)COC(=O)[Au])O[Cu]	0
N#CCCN(CCO[Cu])CCOC(=O)[Au]	1
CCOCCC(=O)NC(CO[Cu])COC(=O)[Au]	0
CCC(C)C(C)NCC(CO[Cu])OC(=O)[Au]	0
CC(CNC(=O)C(C)(C)CNC(=O)[Au])N[Cu]	0
CC(=O)CN(C)C(=O)C(CCN[Cu])NC(=O)[Au]	0
CCN(CC(N)=O)CC(OC(=O)[Au])C(C)O[Cu]	1
O=C(NCC(F)F)NC(CO[Cu])COC(=O)[Au]	0
O=C([Au])OCC(=O)OCCCCCO[Cu]	1
CCCC(C)NCC(CNC(=O)[Au])O[Cu]	0
C=CC(CO[Cu])NC(C)CCCCOC(=O)[Au]	0
CCCC(CCOC(=O)[Au])NCC(C)(C)O[Cu]	0
CC(N[Cu])C(=O)NC(COC(=O)[Au])C(=O)O	0
CCOCCN(C)CC(OC(=O)[Au])C(C)O[Cu]	1
CN(CCOCCOC(=O)[Au])CC(C)(C)O[Cu]	1
CC(C)(C)C(O[Cu])C(NC(=O)[Au])C(=O)O	0
CCSCCNC(CN[Cu])CNC(=O)[Au]	1
CCC(CNCCN(C)CCOC(=O)[Au])O[Cu]	0
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
C=CCNCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(NCC(=O)NCCOC(=O)[Au])C(C)O[Cu]	1
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
CC(C)(CCO[Cu])COC(=O)[Au]	0
C=CCCC(CNCCCOC(=O)[Au])O[Cu]	0
CCSCCN(CCN[Cu])CCOC(=O)[Au]	1
CC(C)(OC(=O)[Au])C(=O)NCC(F)(F)CO[Cu]	0
CCN(CCCO[Cu])CCCOC(=O)[Au]	1
COCCN(CC#N)CC(COC(=O)[Au])O[Cu]	1
C[Si](C)(C)CC(CO[Cu])OC(=O)[Au]	0
CC(CCNC(=O)C(NC(=O)[Au])C(C)C)O[Cu]	0
CN(CCCOC(=O)[Au])CC(C)(O[Cu])C(=O)O	0
O=C([Au])OCCN(CCF)CCCO[Cu]	1
CC(COC(=O)[Au])CSCCOCCO[Cu]	1
CC(CCN(C)CCOCCN[Cu])OC(=O)[Au]	1
C=CCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCOCCOC(=O)CO[Cu]	1
CNC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au]	0
CN(CC(N)=O)CC(CO[Cu])OC(=O)[Au]	1
CCCCCC(CNCCOC(=O)[Au])O[Cu]	1
CC(CNCCCN(C)CCO[Cu])OC(=O)[Au]	1
O=C([Au])OCC(N[Cu])C(=O)NCCOCCF	1
O=C([Au])OCCCSCCOCCO[Cu]	1
O=C(CN[Cu])NCCCOCCOC(=O)[Au]	1
COC(=O)C(CCNC(=O)COC(=O)[Au])O[Cu]	0
CN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCOCCOCCO[Cu]	1
C=C(CC)C(=O)N(C)CC(CO[Cu])OC(=O)[Au]	0
O=C([Au])OCCCCCCO[Cu]	1
CCC(CNC(CO[Cu])C(=O)OC)OC(=O)[Au]	0
C#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CCN(CCCO[Cu])CCCOC(=O)[Au]	1
CCOC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
CN(CCCCCCOC(=O)[Au])CCCO[Cu]	1
CC(C)(C)C(C)(CN[Cu])OC(=O)[Au]	0
C=CCN(CCO[Cu])CCOCCOC(=O)[Au]	1
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
CC(NCC(C)(C)C(C)OC(=O)[Au])C(C)O[Cu]	0
C=CCCCC(N[Cu])C(=O)NCCNC(=O)[Au]	0
CN(CCCO[Cu])CCOCCOC(=O)[Au]	1
C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au]	1
O=C([Au])NCCOCCOCCN[Cu]	1
CNCC(=O)NCC(CO[Cu])OC(=O)[Au]	0
CCN(CC)CCNCC(CO[Cu])OC(=O)[Au]	1
O=C([Au])OCCNCCNCCO[Cu]	1
CC(C)OC(=O)CNC(CO[Cu])COC(=O)[Au]	0
CC=CC(O[Cu])C(C)(OC(=O)[Au])C(C)=O	0
CC=C(C)C(=O)NCC(OC(=O)[Au])C(C)O[Cu]	0
COC(CN[Cu])C(=O)NCC(C)(C)NC(=O)[Au]	0
CC(C)N(CC(=O)O)CC(CO[Cu])OC(=O)[Au]	0
CC(CNCC(OC(=O)[Au])C(F)(F)F)O[Cu]	0
CCC(CNC(=O)CCCNC(=O)[Au])N[Cu]	0
CCC(CCCNC(=O)C(C)NC(=O)[Au])O[Cu]	0
CN(CCNC(=O)COC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCCNCCCO[Cu]	1
O=C([Au])OCCCOCCCO[Cu]	1
CCN(CCO[Cu])CC(COC)OC(=O)[Au]	1
C=CCN(CCO[Cu])CCOCCOC(=O)[Au]	1
CCN(C)C(=O)C(CCNC(=O)[Au])N[Cu]	0
O=C([Au])NCCNCCCCCNCCN[Cu]	1
CCN(C)C(=O)C(N[Cu])C(C)OC(=O)[Au]	0
O=C([Au])NC(CN[Cu])C(=O)NCC(F)F	0
CON(C)C(=O)CC(CNC(=O)[Au])O[Cu]	1
CCOCCN(CCO[Cu])CC(C)OC(=O)[Au]	1
NC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
CCCC(CC)NC(C)(CO[Cu])COC(=O)[Au]	0
CCCN(CCC)C(=O)C(CNC(=O)[Au])O[Cu]	0
O=C(CCCCCOC(=O)[Au])NCCO[Cu]	1
NOCCNC(=O)CC(CNC(=O)[Au])O[Cu]	1
COCC(CN(C)CCCO[Cu])OC(=O)[Au]	1
CCC(CNC(C)C(C)OC(=O)[Au])O[Cu]	0
CC(C)(CC(C)(C)OC(=O)[Au])O[Cu]	0
CC(CN(C)CCOCCO[Cu])OC(=O)[Au]	1
CC(CNC(=O)N(C)CC(C)NC(=O)[Au])N[Cu]	0
O=C(COCCN[Cu])NCCCCOC(=O)[Au]	1
CC(CNCCCOC(=O)[Au])O[Cu]	1
C#CCCOC(=O)C(C)(CO[Cu])COC(=O)[Au]	0
CC(C)(CCC(C)(C)OC(=O)[Au])O[Cu]	0
O=C([Au])NC(CCN[Cu])C(=O)NCCCS	0
C#CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
CN(CCCCN[Cu])CCCCOC(=O)[Au]	0
O=C([Au])OCCCCCOCCCCCO[Cu]	1
CCC(CC(C)CO[Cu])NCC(C)OC(=O)[Au]	0
O=C([Au])OCC(N[Cu])C(=O)NCCOCCF	1
CC(CN(CCC#N)CCO[Cu])OC(=O)[Au]	1
O=C([Au])OCCOCCCN[Cu]	1
CC(CNC(=O)[Au])NCC(CN[Cu])C(C)C	0
CC(=CCNC(CO[Cu])COC(=O)[Au])C(=O)O	0
CC(C)(COC(=O)[Au])ONC(=O)CCO[Cu]	0
CC(C)NCC(COC(=O)[Au])O[Cu]	0
O=C([Au])NCCNCCCNCCN[Cu]	1
CCC=CNC(=O)C(CNC(=O)[Au])N[Cu]	0
C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au]	1
O=C([Au])NCC(O[Cu])P(=O)(O)O	0
CCC(CC#N)NC(C)(CO[Cu])COC(=O)[Au]	0
CC(C)OCC(CN(C)CCOC(=O)[Au])O[Cu]	0
CCSCCN(CCN[Cu])CCOC(=O)[Au]	1
CCOC(=O)C(NC(=O)[Au])C(C)O[Cu]	0
CC=CCC(CO[Cu])NCC(C)OC(=O)[Au]	0
CCC(CC)(CCO[Cu])OC(=O)[Au]	0
COCC(COC(=O)[Au])NC(=O)CCO[Cu]	0
COC(=O)CN(CCNC(=O)[Au])CCO[Cu]	1
CCOCCN(CCO[Cu])CC(C)OC(=O)[Au]	1
CC(C)(CO[Cu])C(OC(=O)[Au])C(=O)O	0
CC(O[Cu])C(=O)OCCCCOC(=O)[Au]	0
N=C(N)CCN(CCO[Cu])CCOC(=O)[Au]	0
CC(C)C(C)NC(=O)CC(CNC(=O)[Au])O[Cu]	0
O=C([Au])OCCCCNCCCCO[Cu]	1
CC(COC(=O)[Au])CSCCOCCO[Cu]	1
CC(CCOC(=O)[Au])NCCOCCO[Cu]	1
C=CCN(CCC#N)CC(CO[Cu])OC(=O)[Au]	1
CCC(CCCNC(C)C(C)OC(=O)[Au])O[Cu]	0
CC(CCO[Cu])N(C)CCCCCOC(=O)[Au]	1
CC(CN(CCC#N)CCO[Cu])OC(=O)[Au]	1
O=C([Au])NCCCNCCCO[Cu]	1
CCOC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
CCC(CC)C(O[Cu])C(C)C(C)OC(=O)[Au]	0
CC(COC(=O)[Au])N(C)C(=O)CC(C)(C)O[Cu]	0
CCOCC(CNC(CC)CO[Cu])OC(=O)[Au]	0
CCN(C(=O)CO[Cu])C(C)COC(=O)[Au]	0
CC(C)OCCN(C)CC(CNC(=O)[Au])O[Cu]	1
COCCNC(CO[Cu])COC(=O)[Au]	0
O=C([Au])OC(CNCCCS)CO[Cu]	0
CC(C)(CC(=O)NCC#CCO[Cu])OC(=O)[Au]	0
N#CCCCNCC(COC(=O)[Au])O[Cu]	0
CC(C)(CNC(=O)CCCN[Cu])NC(=O)[Au]	0
CN(CCNC(=O)[Au])CCOCCO[Cu]	1
CC(CCOC(=O)[Au])NCCOCCO[Cu]	1
CCC(NC(=O)[Au])C(=O)NCCCCO[Cu]	0
CCOCCC(CNC(C)CO[Cu])OC(=O)[Au]	1
CC=CCC(CO[Cu])NC(=O)COC(=O)[Au]	0
CC(C)OCCN(CCN[Cu])CCOC(=O)[Au]	1
CC(C)OCCN(CCN[Cu])CCOC(=O)[Au]	1
N#CCCCCN(CCO[Cu])CCOC(=O)[Au]	1
CC(CO[Cu])N(C)CCOCCOC(=O)[Au]	1
O=C([Au])OCCN(CCCO[Cu])CC(F)F	1
CN(CC(COC(=O)[Au])O[Cu])C(=O)CC(F)F	0
CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
C=CCNCCN(CCN[Cu])CCNC(=O)[Au]	1
O=C([Au])OCCNCCCO[Cu]	1
O=C([Au])OCCOCCCOCCO[Cu]	1
O=C([Au])NCCCNCCCN[Cu]	0
COCCCC(=O)NCC(CN[Cu])OC(=O)[Au]	1
CC(C)OCCN(CCN[Cu])CCOC(=O)[Au]	1
CC(CCCOC(=O)[Au])CN[Cu]	0
COCCC(CN(C)CCCOC(=O)[Au])N[Cu]	1
COC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au]	1
CCC(CCO[Cu])NC(=O)CCOC(=O)[Au]	0
O=C([Au])OCCN(CCF)CCCO[Cu]	1
CCC(C)C(CO[Cu])NC(=O)[Au]	0
CCOCCC(CN(C)CCOC(=O)[Au])O[Cu]	1
CCN(CC(N)=O)CC(OC(=O)[Au])C(C)O[Cu]	1
COCC(C)(C)NCC(CO[Cu])OC(=O)[Au]	0
CCCN(CCC)CC(OC(=O)[Au])C(C)O[Cu]	0
CC(C)CCCNC(CO[Cu])COC(=O)[Au]	0
CCOCCN(C)CC(OC(=O)[Au])C(C)O[Cu]	1
COCCOCCNCC(COC(=O)[Au])O[Cu]	1
O=C([Au])NCCNCCNCCCN[Cu]	1
O=C(CCCCOC(=O)[Au])NCCCCO[Cu]	1
CCCC(CCO[Cu])CNC(=O)[Au]	0
CC(C)(C)C(CO[Cu])NC(=O)CNC(=O)[Au]	0
CSCCN(C)CC(CO[Cu])OC(=O)[Au]	1
CN(CCN[Cu])C(=O)C(NC(=O)[Au])C(C)(C)C	0
COC(=O)C(CNCCO[Cu])OC(=O)[Au]	0
COCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCOCCO[Cu]	1
CC(CSCCOC(=O)[Au])SCCO[Cu]	1
CCCOC(=O)NC(COC(=O)[Au])C(C)O[Cu]	0
C=CCN(CCCO[Cu])CCOC(=O)[Au]	1
C#CCN(CC(COC(=O)[Au])O[Cu])C(C)C	0
C#CCOCC(COC(=O)[Au])O[Cu]	0
CC(COC(=O)[Au])N(C)CC(O[Cu])C(C)(C)C	0
C=CC(CO[Cu])NCCCCOC(=O)[Au]	1
CCCCOC(=O)C(CN[Cu])NC(=O)[Au]	0
CC(C)(COC(=O)[Au])NC(=O)C(C)(C)N[Cu]	0
C=CC(C)(CNCCC(C)CO[Cu])OC(=O)[Au]	0
O=C([Au])NCCNCCNCCNCCN[Cu]	1
C=CC(CO[Cu])NCC(COCC)OC(=O)[Au]	1
CC(CCSCCOCCOC(=O)[Au])O[Cu]	1
CC(C)N(CCO[Cu])CCOCCNC(=O)[Au]	1
O=C(COCCO[Cu])NCC(CF)OC(=O)[Au]	1
CCN(CC(N)=O)CC(OC(=O)[Au])C(C)O[Cu]	1
CCN(CCCO[Cu])CCOCCNC(=O)[Au]	1
CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
CC(CN[Cu])NC(=O)C(NC(=O)[Au])C(C)C	0
C#CCN(CC)CC(CC(C)(C)O[Cu])OC(=O)[Au]	0
O=C([Au])OC(C(F)F)C(O[Cu])C(=O)O	0
CC(CCOC(=O)[Au])N(C)CCOCCO[Cu]	1
O=C([Au])OC(C(=O)NCCN[Cu])C(F)(F)F	0
C=CCCC(=O)NCC(CN[Cu])OC(=O)[Au]	0
CN(CC(F)F)C(=O)C(COC(=O)[Au])N[Cu]	0
O=C([Au])NCCOCCOCCOCCN[Cu]	1
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
CC(CONC(=O)CCCNC(=O)[Au])N[Cu]	0
COCCN(CC#N)CC(COC(=O)[Au])O[Cu]	1
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
CN(C)CCCN(C)CC(COC(=O)[Au])O[Cu]	1
COCCCC(=O)NCC(CN[Cu])OC(=O)[Au]	1
CNC(=O)C(=O)NCC(O[Cu])C(C)OC(=O)[Au]	0
CC(CCO[Cu])SCCOCCOC(=O)[Au]	1
