,sample_id,mol_smiles,conductivity
2703,28328,CC(CC(C)OC(=O)[Au])O[Cu],5.163096404665511e-05
4458,28329,COCCN(C)C(=O)C(CO[Cu])NC(=O)[Au],5.02118551894075e-05
2365,28330,N#CC(NC(=O)C(CCN[Cu])NC(=O)[Au])C(N)=O,4.559666511775271e-05
989,28331,CC(CNC(=O)C(CO[Cu])NC(=O)[Au])N(C)C,8.21621452218752e-05
2423,28332,N#CCNC(=O)CC(CNC(=O)[Au])O[Cu],6.02413168677037e-05
5263,28333,CC(CONC(=O)CCNC(=O)[Au])N[Cu],5.639320071427261e-05
3666,28334,CCC(CC)(CNC(=O)[Au])O[Cu],2.8086652074402505e-05
1076,28335,N#CCC(N[Cu])C(=O)NCCNC(=O)[Au],5.31875542222867e-05
5688,28336,C=CC(OC(=O)[Au])C(=O)N(C)CCO[Cu],3.93951238167383e-05
4472,28337,CC(CCCC(C)(C)O[Cu])NCCOC(=O)[Au],3.10065342264111e-05
4847,28338,O=C([Au])NCCCCCN[Cu],8.013599476640478e-05
4873,28339,CC(OC(=O)[Au])C(=O)NC(C(=O)O)C(C)O[Cu],4.866810464937562e-05
4742,28340,CS(C)(=O)=NC(=O)C(CO[Cu])NC(=O)[Au],6.57284254710788e-05
3648,28341,C=CC(O[Cu])C(=O)NCCOC(=O)[Au],4.47334360238015e-05
4894,28342,CCC(CC(C)O[Cu])OC(=O)[Au],5.93042740885797e-05
935,28343,CC(CSC(C)CCOC(=O)[Au])O[Cu],0.0001059123583272
4811,28344,COCC(C)CNC(=O)C(COC(=O)[Au])N[Cu],5.38989002967744e-05
3051,28345,CC(O[Cu])C(C)(C)OC(=O)[Au],4.7346329079809e-05
729,28346,CC(CNC(C)C(C)(C)OC(=O)[Au])O[Cu],5.6314312359694e-05
1448,28347,CC(CNC(=O)CO[Cu])(OC(=O)[Au])C(=O)O,5.30014657304096e-05
1925,28348,CCCC(CCOC(=O)[Au])N[Cu],2.07379511068955e-05
3981,28349,NC(=O)C(CNC(=O)COC(=O)[Au])O[Cu],6.17617552058106e-05
991,28350,CCC(C)(OC(=O)[Au])C(=O)OCC(C)O[Cu],4.89501762145489e-05
5259,28351,COCC#CCNC(CO[Cu])COC(=O)[Au],5.79957814359376e-05
3132,28352,COCC(C)(C)NC(=O)C(CO[Cu])NC(=O)[Au],6.73602068116353e-05
3567,28353,CCNCCCNC(=O)C(CO[Cu])NC(=O)[Au],5.06618778340165e-05
4048,28354,CCC(OC)C(=O)NCC(CNC(=O)[Au])O[Cu],4.83274389262644e-05
1432,28355,CC(C)(CNC(=O)CNCCNC(=O)[Au])N[Cu],5.31708361675988e-05
1367,28356,CC(OC(=O)[Au])C(N[Cu])C(=O)NCC(N)=O,6.26309682727918e-05
1010,28357,O=C([Au])NCCCCCCCN[Cu],5.10294948209527e-05
192,28358,CC(C)CCC(C)NCC(COC(=O)[Au])O[Cu],1.8828499798539e-05
4543,28359,C#CCNC(=O)C(CNC(=O)[Au])N[Cu],7.37056049502675e-05
60,28360,CC(CCNC(=O)CNCCN[Cu])NC(=O)[Au],8.182335377967978e-05
2251,28361,CC(O[Cu])C(C)(C)COC(=O)[Au],1.85656942823955e-05
808,28362,CNC(=O)CCNC(=O)C(CN[Cu])OC(=O)[Au],9.753715498311652e-05
3402,28363,O=C([Au])NCCCCCO[Cu],7.44143141927614e-05
571,28364,CC(C)(C)C(COC(=O)[Au])O[Cu],1.60439616018527e-05
4255,28365,CC(CCN[Cu])NC(=O)CNCCNC(=O)[Au],9.41148900092427e-05
5689,28366,COCCNC(=O)C(NC(=O)[Au])C(C)(C)O[Cu],7.62556559084835e-05
3319,28367,O=C([Au])NC(CO[Cu])C(=O)NCC(F)F,8.30987583951942e-05
4524,28368,CN(CCNC(=O)[Au])C(=O)C(CC(=O)O)N[Cu],5.03440222094748e-05
4841,28369,O=C([Au])NCCCCCCN[Cu],0.0001057884935528
5958,28370,CC(C)C(COC(=O)[Au])NCC(C)(C)O[Cu],3.232483772121611e-05
3142,28371,CCCC(CCC)NCC(CO[Cu])OC(=O)[Au],6.557090293198729e-05
5799,28372,CCCC(C)(CO[Cu])COC(=O)[Au],1.00339893576797e-05
5519,28373,CCCC(CCCOC(=O)[Au])O[Cu],5.35656517830954e-05
5015,28374,CC(C)(NC(=O)C(CN[Cu])OC(=O)[Au])C(N)=O,0.0001129102730368
5352,28375,CCC(CNCC(C)(CC)O[Cu])OC(=O)[Au],5.01921041488311e-05
2382,28376,CC(C)(CC(=O)CC(C)(C)OC(=O)[Au])O[Cu],2.36596054962826e-05
2599,28377,CC(=O)NCC(COC(=O)[Au])NCCO[Cu],8.26388544722075e-05
2473,28378,CCCCC(CC)NCC(CO[Cu])OC(=O)[Au],2.15543416337397e-05
2354,28379,CCCCCC(C)NC(CO[Cu])COC(=O)[Au],2.77158434701456e-05
5014,28380,CC(C)(CNCC(C)(C)O[Cu])COC(=O)[Au],2.98587935937784e-05
5925,28381,CCCCCCNC(CO[Cu])COC(=O)[Au],3.67820711275394e-05
1073,28382,CC(C)(O[Cu])C(OC(=O)[Au])C(=O)NCC(=O)O,5.2675038577436e-05
3820,28383,CN(CCCOC(=O)[Au])C(=O)CNCCN[Cu],9.19018817456484e-05
4791,28384,CCN(CC(=O)O)C(=O)C(COC(=O)[Au])N[Cu],2.239320859039261e-05
1515,28385,CC(=O)NCC(CNCCCO[Cu])OC(=O)[Au],4.90428832391563e-05
5436,28386,CNC(=O)C(=O)N(CCN[Cu])CCOC(=O)[Au],4.2223497902429713e-05
947,28387,CS(C)(=O)=NC(=O)C(CNC(=O)[Au])O[Cu],0.0001051656372619
2646,28388,CC(C)(C)C#CC(=O)NCC(CO[Cu])OC(=O)[Au],5.10887066380556e-05
915,28389,CC(C)C#CC(=O)NCC(COC(=O)[Au])O[Cu],7.96392189675239e-05
845,28390,CN(CCCOC(=O)[Au])CC(C)(C)O[Cu],4.02167178372609e-05
1545,28391,COCCC(N[Cu])C(=O)N(C)CCNC(=O)[Au],5.903607470715279e-05
5599,28392,CC(CONC(=O)C(C)NC(=O)[Au])N[Cu],6.239965875740142e-05
4067,28393,O=C(O)CSCC(COC(=O)[Au])O[Cu],2.5817829721931688e-05
2512,28394,CC(C#N)CNC(=O)CC(CN[Cu])OC(=O)[Au],2.95369132134468e-05
3878,28395,O=CC(COC(=O)[Au])O[Cu],5.263562077720301e-05
1589,28396,C#CC(C)NC(=O)C(CN[Cu])NC(=O)[Au],2.33704208544998e-05
2938,28397,CC(OC(=O)[Au])C(CNC(=O)C(=O)O)O[Cu],4.99922581744137e-05
3607,28398,CN(CCO[Cu])CCC(C)(C)OC(=O)[Au],3.70078397287795e-05
3733,28399,CC(CN(C)CCCCOC(=O)[Au])N[Cu],4.84013492636088e-05
2624,28400,CCC(CNC(CO[Cu])C(=O)O)OC(=O)[Au],2.5307276289383e-05
2979,28401,CCC(CN(CC)CC(C)(C)O[Cu])OC(=O)[Au],3.36466381044277e-05
4983,28402,CCN(CCCC(C)N[Cu])CCOC(=O)[Au],6.15928363852937e-05
1840,28403,CC(C)CCC(C)NC(CO[Cu])COC(=O)[Au],4.929263922074939e-05
4839,28404,CONC(=O)C(NC(=O)[Au])C(C)(C)O[Cu],2.32115142614002e-05
5612,28405,CC(CNC(C)(CO[Cu])C(=O)O)OC(=O)[Au],2.34158756087804e-05
3942,28406,N#CCCC(=O)NCC(COC(=O)[Au])O[Cu],7.75376692985471e-05
658,28407,O=C([Au])OC(CS)C(CS)O[Cu],5.55993257293657e-05
4183,28408,C=CC(O[Cu])C(=O)NOCCOC(=O)[Au],6.8814586817013e-05
3929,28409,CC(C)C(CO[Cu])COC(=O)[Au],2.31036382505124e-05
924,28410,C=CC(C)(OC(=O)[Au])C(=O)NOCCO[Cu],7.10668125998235e-05
5696,28411,CCC(CC)(CNCC(C)O[Cu])OC(=O)[Au],4.33622802803594e-05
4433,28412,CNC(=O)C(C)NC(=O)C(CO[Cu])NC(=O)[Au],6.837626198467371e-05
1137,28413,CCC(NC(=O)C(CO[Cu])NC(=O)[Au])C(N)=O,7.537808457419251e-05
4737,28414,CCC(CCOC(=O)[Au])CNC(C)C(C)O[Cu],3.21827361695627e-05
5562,28415,COC(C)CNC(=O)C(CO[Cu])NC(=O)[Au],4.4618267441547294e-05
3701,28416,CCC(CCO[Cu])CNCC(C)OC(=O)[Au],4.89000698776945e-05
1698,28417,CCC(=O)CNC(=O)C(N[Cu])C(C)OC(=O)[Au],7.81294346809588e-05
5778,28418,C#CCNC(=O)C(CCCN[Cu])NC(=O)[Au],5.1448900870143e-05
5638,28419,O=C(NCC#CCO[Cu])NCCCOC(=O)[Au],5.870255556386271e-05
930,28420,CC(OC(=O)[Au])C(=O)NCC(O[Cu])C(=O)O,4.4057993795657e-05
5278,28421,CC(C)(CN[Cu])NC(=O)CNCCNC(=O)[Au],3.54745036137379e-05
1251,28422,C#CCNC(=O)CC(CN[Cu])OC(=O)[Au],6.74477822392991e-05
4459,28423,C=CC(CO[Cu])NC(=O)NCC#CCOC(=O)[Au],9.23611984654188e-05
5155,28424,N#CC(CO[Cu])NC(=O)[Au],3.78122502366101e-05
1344,28425,CCC(CN(C)CC(C)(C)CNC(=O)[Au])O[Cu],2.89247948888872e-05
3498,28426,CC(C)(C)CCN(CCN[Cu])CCNC(=O)[Au],5.2181698684747e-05
5440,28427,CC(CCCOC(=O)[Au])NC(=O)C(C)(C)N[Cu],0.0001108511424301
4104,28428,CNCCN(C)C(=O)C(COC(=O)[Au])N[Cu],9.42737691149953e-05
4312,28429,C#CC(C)(NC(=O)[Au])C(=O)NCC(=O)CCO[Cu],2.50606673293872e-05
2493,28430,O=C([Au])OCCCCCO[Cu],0.0001896113790706
5782,28431,CCCC(C)(CN[Cu])OC(=O)[Au],2.7016183453928e-05
98,28432,O=C([Au])OCC(N[Cu])C(O)=NO,3.75345519509873e-05
2417,28433,COC(=O)CCCNC(CN[Cu])CNC(=O)[Au],8.092432955395559e-05
4617,28434,CON=CC(=O)NCC(OC(=O)[Au])C(C)O[Cu],6.0633563881725296e-05
4223,28435,CC(=O)NCC(COC(=O)[Au])NCC(C)O[Cu],6.40332680368452e-05
1836,28436,O=C([Au])NCCCC(=O)NCCCO[Cu],0.000102891034013
2751,28437,CCC(C)(CO[Cu])COC(=O)[Au],3.98710973911948e-05
3649,28438,CNC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au],6.74562715003842e-05
1765,28439,CN(CCC(N)=O)C(=O)C(CN[Cu])OC(=O)[Au],5.75709547847968e-05
3965,28440,CC(COC(=O)[Au])CSCC(C)O[Cu],9.354925590056127e-05
5315,28441,O=C([Au])NCCCCCC(=O)NCCN[Cu],9.4959385372563e-05
4069,28442,O=C(COC(=O)[Au])NCCC(O[Cu])C(=O)O,5.09116005271298e-05
3966,28443,CC(CN(C)CCOC(=O)[Au])O[Cu],9.0596737099734e-05
4216,28444,C#CC(C)(N[Cu])C(=O)NC(COC(=O)[Au])C(N)=O,6.48660561542496e-05
4935,28445,CC(C)(C)C(=O)NCC(CN[Cu])OC(=O)[Au],5.78124086065557e-05
432,28446,CC(CCN(C)C(C)(C)CO[Cu])OC(=O)[Au],5.435489790266221e-05
4401,28447,CC(CNC(=O)C(CC(=O)O)NC(=O)[Au])N[Cu],3.67125513301961e-05
901,28448,CC(=O)NCC(CNCC(C)O[Cu])OC(=O)[Au],9.11897105566244e-05
1962,28449,CCC(C)C(NC(=O)[Au])C(=O)NCCN[Cu],5.0900154017173713e-05
1001,28450,CC(COC(=O)[Au])NC(=O)NCC#CCO[Cu],5.9500943548211e-05
3099,28451,CC(NCC(C)(C)O[Cu])C(C)(C)OC(=O)[Au],4.668049218540279e-05
1267,28452,CN(CC(CO[Cu])OC(=O)[Au])C(=O)CC(=O)O,4.58499660396219e-05
4799,28453,CCCC(CNC(=O)[Au])O[Cu],4.80000191026021e-05
4259,28454,CCC(NC)C(=O)NCC(CN[Cu])OC(=O)[Au],7.48473103060623e-05
8,28455,CC#CCC(CO[Cu])NC(=O)COC(=O)[Au],4.47063713613317e-05
5192,28456,CC(CCO[Cu])CNC(C)C(C)OC(=O)[Au],5.06030681588845e-05
4439,28457,CCCCC(CO[Cu])NC(=O)[Au],7.07648525948582e-05
5275,28458,CC(CC#N)C(=O)NCC(CO[Cu])OC(=O)[Au],4.765290286775471e-05
356,28459,CCC(C)C(CO[Cu])NC(=O)[Au],1.8612317733383705e-05
4281,28460,CCCCN(CCCO[Cu])CCNC(=O)[Au],7.1225214276587e-05
1548,28461,CC(C)(O[Cu])C(=O)NCC#CCOC(=O)[Au],3.95403243133024e-05
2173,28462,CCN(CCO[Cu])CC(COC)OC(=O)[Au],0.0001323202895173
3107,28463,C=CC(CO[Cu])NCC(OC(=O)[Au])C(=O)OC,5.17092164032926e-05
2237,28464,CC(C)OCC(CNCC(C)O[Cu])OC(=O)[Au],7.186403738330259e-05
1370,28465,CCCN(CCCCCO[Cu])CCOC(=O)[Au],6.69046849363436e-05
4875,28466,COC(C)CCNC(=O)C(CO[Cu])NC(=O)[Au],7.37747469129573e-05
2025,28467,CC(OC(=O)[Au])C(=O)NCC(CC(=O)O)O[Cu],3.68152821689161e-05
3486,28468,CC(CNC(=O)[Au])CNC(=O)CNCCN[Cu],7.881227252795709e-05
4899,28469,CC(CO[Cu])CSCCOC(=O)[Au],9.320132032059548e-05
4845,28470,CC(COC(C)COC(C)COC(=O)[Au])O[Cu],0.0001254940728721
4993,28471,CC(CN(C)CCOC(=O)[Au])N[Cu],6.50226482719796e-05
515,28472,CCC(CO[Cu])NC(=O)C(C)NC(=O)[Au],4.81490810240238e-05
1230,28473,CCCC(O[Cu])C(C)(C)NC(=O)[Au],3.11012497430307e-05
241,28474,O=C([Au])NCCCCNC(=O)CCCN[Cu],6.89970338136485e-05
4571,28475,O=C([Au])OCC(N[Cu])C(=O)NO,5.6243137356234205e-05
1773,28476,CC(C)C(=O)NC(CO[Cu])COC(=O)[Au],3.49939917533546e-05
3042,28477,COCC(N[Cu])C(=O)N(C)CCNC(=O)[Au],6.25108523713214e-05
3755,28478,CCCC(N[Cu])C(=O)N(C)CCOC(=O)[Au],4.452138785776961e-05
5043,28479,COCC(CNCC(C)(C)O[Cu])OC(=O)[Au],7.294845461159459e-05
2227,28480,CC(C)(C)CCNC(=O)C(COC(=O)[Au])N[Cu],2.918224622695e-05
4502,28481,CC(C)OCC(CNCCCOC(=O)[Au])O[Cu],8.03319560742824e-05
1983,28482,C=C(CO[Cu])C(=O)NC(CC=CC)COC(=O)[Au],7.13901353255292e-05
1982,28483,CN(CCNC(=O)[Au])CC(C)(C)O[Cu],3.56560822999335e-05
5507,28484,CC(N[Cu])C(=O)NCCCCNC(=O)[Au],3.44563456898232e-05
1492,28485,O=C([Au])NCCCCCNCCCN[Cu],9.53970247084925e-05
4740,28486,C#CCCCNC(=O)C(CN[Cu])NC(=O)[Au],7.52621793853231e-05
1025,28487,CCNCCNC(=O)C(COC(=O)[Au])N[Cu],7.85973686909002e-05
5988,28488,CN(CCO[Cu])CC(C)(C)COC(=O)[Au],6.10121502715916e-05
1873,28489,CC(CCCOC(=O)[Au])N[Cu],4.63480228260051e-05
5408,28490,COCCCN(C)CC(CN[Cu])OC(=O)[Au],0.0001217501216325
3583,28491,CN(CCO[Cu])CC(OC(=O)[Au])C(F)(F)F,3.767538284403821e-05
5331,28492,CC(C)C(N[Cu])C(=O)NCCCCNC(=O)[Au],4.11505547265531e-05
4772,28493,CCC(C)NCC(COC(=O)[Au])O[Cu],3.88984948135651e-05
2573,28494,CN(CCCCCO[Cu])CC(C)(C)OC(=O)[Au],4.2496459420748e-05
2842,28495,CCC(=O)NCC(CO[Cu])NCCOC(=O)[Au],5.35780855062767e-05
1686,28496,CCN(CCCCOC(=O)[Au])CC(C)(C)O[Cu],8.27262331712292e-05
4066,28497,C=CC(C)(OC(=O)[Au])C(=O)NCCN[Cu],4.8095625581093e-05
4758,28498,O=C([Au])OCC(CO[Cu])NC(=O)C(F)(F)F,2.65983105727297e-05
4748,28499,CCC(NC(=O)[Au])C(C)O[Cu],2.41611960862023e-05
2546,28500,CC(CNCCCCO[Cu])OC(=O)[Au],0.000119917112423
1488,28501,C#CC(C)(NC(=O)[Au])C(=O)NCCO[Cu],2.9663170848320894e-05
70,28502,O=C([Au])NCCN(CCN[Cu])[N+]([O-])=NO,9.188419472243372e-05
5297,28503,CC(C)CCNC(CO[Cu])COC(=O)[Au],3.11376059416944e-05
33,28504,C#CCC(COC(=O)[Au])NC(=O)C(C)O[Cu],4.54936833191846e-05
3400,28505,CCC(CO[Cu])NC(C)C(C)OC(=O)[Au],6.629701852346108e-05
1827,28506,CCCN(CCO[Cu])C(=O)CCNC(=O)[Au],5.56001668090792e-05
5757,28507,C#CCN(CC#C)CC(O[Cu])C(C)(C)OC(=O)[Au],5.8372651538979394e-05
2501,28508,CC(C)(CCCN[Cu])COC(=O)[Au],2.4511334337897302e-05
5472,28509,CCC(CCO[Cu])CNC(=O)[Au],4.64637736032198e-05
5271,28510,CCC(COC(=O)[Au])NCCC(C)(C)O[Cu],2.9176176182781604e-05
1768,28511,CC(C)(C)C(CO[Cu])COC(=O)[Au],2.02166393479347e-05
145,28512,CN(CCCCO[Cu])CC(C)(C)OC(=O)[Au],5.0562991599234494e-05
4701,28513,CCOCC(CNCCCOC(=O)[Au])O[Cu],0.000120762190007
1595,28514,CCN(CC)CCNCC(CO[Cu])OC(=O)[Au],0.0001310702758023
5824,28515,CCCN(C)CC(CNC(=O)[Au])O[Cu],4.022011614397439e-05
5744,28516,CC(CSCCCO[Cu])OC(=O)[Au],0.0001076597257165
4,28517,C=C(CO[Cu])C(=O)N(CCC)CCOC(=O)[Au],7.3586624900257e-05
5719,28518,CCC(CC)(CNC(C)C(C)O[Cu])OC(=O)[Au],2.49095514107773e-05
2102,28519,CN(CC(C)(C)C#N)C(=O)C(CN[Cu])OC(=O)[Au],6.69368239221536e-05
1288,28520,CC(CCCOC(=O)[Au])O[Cu],6.86663647740011e-05
3263,28521,CCC(CC)(CC)NCC(CO[Cu])OC(=O)[Au],2.8203759402866905e-05
3548,28522,CCOCC(CNCC(C)O[Cu])OC(=O)[Au],9.88195589283356e-05
5177,28523,CCOCC(CNCC(C)(C)O[Cu])OC(=O)[Au],7.1658485376971e-05
4587,28524,CCCCC(CNCCOC(=O)[Au])O[Cu],9.05021990620642e-05
3170,28525,CCC(CN(C)CCO[Cu])NC(=O)[Au],7.18085020576922e-05
2735,28526,CC(CCN(C)CCCOC(=O)[Au])O[Cu],8.64721608594323e-05
5305,28527,CC(CO[Cu])CSCCCOC(=O)[Au],8.57997450929932e-05
1359,28528,COCC(C)N(C)CC(CN[Cu])OC(=O)[Au],8.11189243037938e-05
3023,28529,CCCCC(CC)NC(CO[Cu])COC(=O)[Au],4.45233837766997e-05
598,28530,CCCOC(=O)C(C)(CO[Cu])COC(=O)[Au],1.6922368061669594e-05
5556,28531,CCCCNC(CO[Cu])COC(=O)[Au],7.434088443349191e-05
4683,28532,C#CCC(COC(=O)[Au])NCC(COC)O[Cu],8.729756766924157e-05
4990,28533,CCOCC(CN(C)CCO[Cu])OC(=O)[Au],0.0001270476697605
4116,28534,CC(=O)C=C(C)NC(=O)C(CNC(=O)[Au])N[Cu],2.9720691248115503e-05
1084,28535,CCN(CCCOC(=O)[Au])CC(C)(C)O[Cu],6.6304721363174e-05
2164,28536,CC(C)C(CNC(=O)[Au])C(=O)NCCN[Cu],6.51769499923978e-05
3425,28537,CC(C)CNCC(COC(=O)[Au])O[Cu],5.47358114528609e-05
2876,28538,O=C(O)CCN(CCCO[Cu])CCOC(=O)[Au],5.445782942714221e-05
1280,28539,CCC(C)CC(C)NCC(CO[Cu])OC(=O)[Au],3.52536134701684e-05
183,28540,CCCNCC(CO[Cu])OC(=O)[Au],3.51561396709229e-05
2180,28541,CCOCC(CN(CC)CCOC(=O)[Au])O[Cu],9.9695470469085e-05
224,28542,CC(C)(C)C(COC(=O)[Au])N[Cu],3.29752054862682e-05
4967,28543,CC(C)(CNCCCCOC(=O)[Au])O[Cu],5.39478072185376e-05
5418,28544,CCC(CNCC(CC)(CC)OC(=O)[Au])O[Cu],2.7911482200155897e-05
4829,28545,CCC(CCO[Cu])CNCC(CC)OC(=O)[Au],6.01116560947021e-05
5218,28546,CC(CNC(C)C(C)OC(=O)[Au])O[Cu],6.756431145803061e-05
1642,28547,CCC(CNCC(C)(C)O[Cu])OC(=O)[Au],5.5158546806399e-05
3223,28548,CC(C)(CCSCCOC(=O)[Au])O[Cu],9.26473844088034e-05
4973,28549,CC(C)CC(CO[Cu])NC(=O)[Au],3.14651046828269e-05
5127,28550,CCC(CO[Cu])NC(=O)CCCCOC(=O)[Au],8.22075218325907e-05
4994,28551,CCCCC(CO[Cu])OC(=O)[Au],3.17710218499427e-05
2109,28552,CC(CN(C)CC(C)OC(=O)[Au])N[Cu],7.63698463560615e-05
760,28553,C#CCCCC(=O)NCC(CO[Cu])OC(=O)[Au],4.577658785238711e-05
4248,28554,CN(CCCOC(=O)[Au])C(C)(C)CO[Cu],6.75078663030783e-05
5421,28555,CCC(CN(C)CC(C)(C)OC(=O)[Au])O[Cu],3.85051235351526e-05
3009,28556,CC(C)N(CCN[Cu])CCOC(=O)[Au],0.0001038075456348
5602,28557,CCCC(C)NC(CO[Cu])COC(=O)[Au],2.86525252301557e-05
5674,28558,CC(C)(C)C(=O)NC(CO[Cu])COC(=O)[Au],4.7568994251578e-05
1681,28559,CC(C#CC#CC(C)OC(=O)[Au])O[Cu],3.50537958738491e-05
762,28560,CSCCC(N[Cu])C(=O)NCCNC(=O)[Au],8.797104248857009e-05
5977,28561,CCOC(C)OC(CCO[Cu])COC(=O)[Au],9.088836680567752e-05
4886,28562,CC(C)(C)CN(CCO[Cu])CCOC(=O)[Au],3.4010818929494395e-05
2527,28563,CC(=O)C(C)SCC(COC(=O)[Au])O[Cu],9.88127615545514e-05
650,28564,CN(CCOC(=O)[Au])C(=O)C(CC#N)N[Cu],4.82905936911592e-05
5840,28565,CCC(=O)N(C)CC(C)(CO[Cu])COC(=O)[Au],2.97406056225805e-05
2653,28566,COCC(CN(C)CCCNC(=O)[Au])O[Cu],0.0001053023095215
929,28567,O=C([Au])NCCNC(=O)CCCCCCN[Cu],6.947369721865971e-05
5943,28568,COCC(CN(CCOC(=O)[Au])C(C)C)O[Cu],4.64905254612438e-05
196,28569,CC(C)OCCNCC(CO[Cu])OC(=O)[Au],0.0001077244218825
1385,28570,CCSCCNC(CO[Cu])COC(=O)[Au],9.63136422331779e-05
3896,28571,C=C(CO[Cu])C(=O)NOC(C)(C)COC(=O)[Au],8.16307568482888e-05
824,28572,CCC(NC(=O)[Au])C(O[Cu])C(C)C,2.07004094684477e-05
3369,28573,O=C([Au])OCC(CO[Cu])=NO,6.65303865048177e-05
874,28574,O=C(CCCCCO[Cu])NCC#CCOC(=O)[Au],9.04952896633423e-05
1660,28575,CNC(=O)CN(CCN[Cu])CCOC(=O)[Au],9.28442676696403e-05
5132,28576,CCN(CCCCN[Cu])CC(C)(C)OC(=O)[Au],4.15138434353044e-05
5245,28577,CC(CCO[Cu])CCOC(=O)[Au],0.0001181319221483
5563,28578,CC(C)N(C)CC(CNC(=O)[Au])O[Cu],6.13099523156807e-05
4040,28579,CC(C#N)(CO[Cu])NC(=O)[Au],3.36120871229795e-05
1893,28580,CC(COC(=O)[Au])NCC(O[Cu])C(F)(F)F,5.526602370448729e-05
267,28581,O=C([Au])NCCN(CCN[Cu])CC(F)(F)F,9.282644292854692e-05
1394,28582,COCC#CC(=O)NCC(CO[Cu])OC(=O)[Au],7.964114739453441e-05
5379,28583,CCCC(CO[Cu])OC(=O)[Au],4.294348546596621e-05
4807,28584,CCC(CNCC(C)CCOC(=O)[Au])O[Cu],7.41949079142693e-05
5407,28585,CC(C)C(CNCCCCCOC(=O)[Au])O[Cu],5.16345642220288e-05
5380,28586,CN(CCC(C)(C)OC(=O)[Au])CC(C)(C)O[Cu],6.497866326166441e-05
2104,28587,CN(CCCNC(=O)[Au])CC(C)(C)O[Cu],8.51019027761168e-05
4030,28588,O=C([Au])NC(CC#CCN[Cu])C(=O)O,8.08598292440759e-05
545,28589,C#CC(C)(NC(=O)[Au])C(=O)NCCNCCO[Cu],6.756530402082621e-05
1663,28590,NOC(=O)C(O[Cu])C(OC(=O)[Au])C(=O)ON,9.47989229715338e-05
3419,28591,CCC(C)NCC(CN[Cu])OC(=O)[Au],3.67005851328484e-05
4371,28592,CCC(CCN[Cu])NC(=O)[Au],4.7119914745929496e-05
203,28593,CC(CCCOC(=O)[Au])NC(=O)CCCN[Cu],5.1703994302540296e-05
3080,28594,C=C(CO[Cu])COC(=O)[Au],0.000192975546915
3552,28595,CC(C)CNC(CO[Cu])COC(=O)[Au],2.5483599559109e-05
2518,28596,C=CCOCC(CO[Cu])OC(=O)[Au],3.68117506469579e-05
1030,28597,CN(CCOC(=O)[Au])CC(C)(C)O[Cu],8.17186819831231e-05
1699,28598,COCC(CNCC(C)CCO[Cu])OC(=O)[Au],9.10262994784669e-05
3339,28599,CCC(COC)NCC(COC(=O)[Au])O[Cu],7.98451173383203e-05
4465,28600,O=C([Au])OCCCNCC(O[Cu])C(F)(F)F,4.12975952440291e-05
4518,28601,CC(CC(OC(=O)[Au])C(C)C)O[Cu],2.14817281410034e-05
4405,28602,CC(N(C)CCO[Cu])C(C)(C)OC(=O)[Au],3.1755402202101895e-05
3160,28603,CC(C)(CCOC(=O)[Au])O[Cu],3.00412792061539e-05
351,28604,CC(C)(C)C(NC(=O)[Au])C(=O)NCCCO[Cu],3.013495754027561e-05
5974,28605,O=C([Au])OC(CS)CO[Cu],3.6997091170025e-05
1888,28606,CC(NCC(C)(C)OC(=O)[Au])C(C)O[Cu],3.21865878294953e-05
2945,28607,O=C([Au])OCC(=O)OCCCCO[Cu],8.24643122980505e-05
840,28608,CCN(CCOC(=O)[Au])C(=O)C(C)CN[Cu],7.47812809578953e-05
1657,28609,CCC(C)(CN[Cu])OC(=O)[Au],2.0141534365918e-05
3737,28610,CC(OC(=O)[Au])C(=O)NC(C)(C)CO[Cu],6.75649856002807e-05
1973,28611,CCCCC(NC(=O)[Au])C(=O)NCCO[Cu],8.32922831829337e-05
800,28612,CCC(C)(CNC(C)C(C)OC(=O)[Au])O[Cu],3.71728792732044e-05
1530,28613,CCCCCC(CNCCOC(=O)[Au])O[Cu],0.0001305730943736
4881,28614,CC(C)NC(=O)CC(CN[Cu])OC(=O)[Au],4.89180866008221e-05
6013,28615,O=C([Au])OCC(CNCC(F)(F)F)O[Cu],4.24344047557798e-05
3050,28616,C=CC(CO[Cu])NC(=O)C(C)NC(=O)[Au],5.33175604043747e-05
4738,28617,CC(C)(CNC(=O)[Au])NC(=O)CCN[Cu],7.384305345140409e-05
2276,28618,CCN(CC(C)OC(=O)[Au])CC(C)(C)O[Cu],3.71687861045328e-05
4803,28619,CC(OC(=O)[Au])C(N[Cu])C(=O)N(C)CCC#N,5.85928437868951e-05
2460,28620,CC(C)CCNCC(CO[Cu])OC(=O)[Au],2.50888280533326e-05
856,28621,CC(C)(O[Cu])C(=O)OCCOC(=O)[Au],6.72501747135104e-05
2514,28622,CC(C#CC(C)OC(=O)[Au])O[Cu],4.40510603663848e-05
176,28623,CCC(CCO[Cu])OC(=O)[Au],0.0001234011635387
19,28624,C#CCN(C)CC(OC(=O)[Au])C(C)(C)O[Cu],6.23433192242009e-05
3600,28625,CN(CCCN[Cu])CCNC(=O)[Au],8.13383786831668e-05
1323,28626,CC(O[Cu])C(C)N(C)CC(C)(C)OC(=O)[Au],1.98200746175133e-05
